dataset,feature,pb_r,pb_p_value,pb_significant,sp_rho,sp_p_value,sp_significant,n_pairs
event_0.csv,sensor_1_avg_cos,-0.0028017382096301256,0.5112011230498463,False,0.00753519529787625,0.07724163934606669,False,54986
event_0.csv,sensor_2_avg_sin,-0.018257228216643766,1.857094452958095e-05,True,-0.018736357661492842,1.1139047273382926e-05,True,54986
event_0.csv,sensor_2_avg_cos,0.01771627713944673,3.2594541081093735e-05,True,0.029517846614880192,4.421197356353113e-12,True,54986
event_0.csv,sensor_5_avg_sin,0.16640394692396315,0.0,True,0.12111696539118763,1.0106254482656604e-178,True,54986
event_0.csv,sensor_5_avg_cos,-0.2189919845881752,0.0,True,-0.09438738155949397,5.123079637463046e-109,True,54986
event_0.csv,sensor_5_max_sin,0.1463732044793161,5.998545209062387e-261,True,0.12430917093231383,3.134551498231652e-188,True,54986
event_0.csv,sensor_5_max_cos,-0.18594376754359,0.0,True,-0.11676044301336644,3.726656462567299e-166,True,54986
event_0.csv,sensor_5_min_sin,0.15713490286574378,6.742946834947167e-301,True,0.09089131828952661,3.3625538370104054e-101,True,54986
event_0.csv,sensor_5_min_cos,-0.21971244310777127,0.0,True,-0.05630014213915106,7.475797977100284e-40,True,54986
event_0.csv,sensor_5_std_sin,0.0016218651036983681,0.7037195634145627,False,0.002611763401240504,0.5402586086869959,False,54986
event_0.csv,sensor_5_std_cos,0.0004954844537340122,0.9075067327590799,False,-0.002611763401240504,0.5402586086869959,False,54986
event_0.csv,sensor_42_avg_sin,0.10177867431546925,1.573980341783805e-126,True,0.10556859158132466,4.973891962396834e-136,True,54986
event_0.csv,sensor_42_avg_cos,-0.015267019418994974,0.0003434562367078618,True,-0.005915034063248024,0.16544100469415,False,54986
event_0.csv,yaw_misalignment_abs,-0.022649333235110217,1.0865262158676569e-07,True,-0.029517863093027716,4.42107663910349e-12,True,54986
event_10.csv,sensor_0_avg,0.0009215991175572785,0.8310580581295888,False,0.030076338781083196,3.305823172410207e-12,True,53592
event_10.csv,wind_speed_3_avg,-0.11500647797399102,3.4159392791233053e-157,True,-0.10849492098027394,5.114543603340672e-140,True,53592
event_10.csv,wind_speed_4_avg,-0.12039810135521115,3.4382129573770566e-172,True,-0.11408765003132476,1.0449655542453988e-154,True,53592
event_10.csv,wind_speed_3_max,-0.12292145199114948,1.8843090013230528e-179,True,-0.11614649098499692,2.637479834730916e-160,True,53592
event_10.csv,wind_speed_3_min,-0.07480503517539991,2.2980483045316743e-67,True,-0.07679326532832637,6.641346039759997e-71,True,53592
event_10.csv,wind_speed_3_std,-0.116818652056599,3.7273375009763365e-162,True,-0.11175474116958536,1.731360453792869e-148,True,53592
event_10.csv,sensor_6_avg,-0.0804263917376754,1.3000233344686335e-77,True,-0.031938072963659865,1.410249858854851e-13,True,53592
event_10.csv,sensor_7_avg,-0.11899213462243044,3.273753167505961e-168,True,-0.09934161935244429,1.3399234451454367e-117,True,53592
event_10.csv,sensor_8_avg,-0.23132431066814646,0.0,True,-0.22968229205034071,0.0,True,53592
